IPR	description	ERR977403	ERR977404	ERR977405	ERR977406	ERR977407	ERR977408	ERR977409	ERR977410	ERR977411	ERR977412	ERR977413	ERR977414	ERR977415	ERR977416	ERR977417	ERR977418	ERR977419	ERR977420	ERR977421	ERR977422	ERR977423	ERR977424	ERR977425
IPR010895	CHRD	0	0	0	0	74	86	418	134	155	146	155	647	628	630	231	190	242	527	494	506	154	324	302
IPR010896	Nuclease-associated modular DNA-binding 1	0	0	0	0	0	2	9	74	8	2	3	7	5	4	5	6	5	3	7	8	5	19	50
IPR010897	Sporulation stage II, protein P	0	0	0	0	1	2	5	7	3	1	0	5	9	3	0	0	0	0	0	0	3	16	34
IPR010898	Heptaprenyl diphosphate synthase component I	163	261	490	361	14	6	44	7	19	27	18	15	7	21	115	112	115	297	291	320	13	13	45
IPR010899	Protein of unknown function UPF0344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IPR010900	Nicotine adenine dinucleotide glycohydrolase	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR010902	NUMOD4	0	0	0	0	27	27	119	449	46	49	42	49	54	49	33	38	41	76	77	73	59	147	464
IPR010903	Protein of unknown function DUF1517	0	0	0	0	0	0	4	7	10	8	4	0	1	0	2	6	2	2	4	2	2	3	4
IPR010905	Glycosyl hydrolase, family 88	15	16	16	9	22	26	130	61	186	195	180	227	181	195	239	240	235	1254	1322	1237	72	92	200
IPR010906	Bacteriophage lambda, Nu1, terminase small subunit	0	0	0	0	1	0	5	1	0	0	0	2	1	0	2	1	4	3	7	3	0	0	10
IPR010907	Calcium-mediated lectin	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	5
IPR010908	Longin domain	0	0	0	0	0	0	3	29	4	3	1	0	3	3	8	5	5	18	20	8	4	13	33
IPR010914	RsgA type GTPase domain	218	364	617	429	171	228	1024	307	584	553	553	763	723	746	828	863	806	2305	2195	2080	468	833	1183
IPR010916	TonB box, conserved site	15	8	14	12	10	5	39	18	17	27	25	32	31	40	85	74	73	164	127	136	3	4	19
IPR010917	TonB-dependent receptor, conserved site	3	4	14	5	29	29	131	36	69	89	96	88	99	70	205	202	219	1300	1256	1177	80	119	252
IPR010918	AIR synthase-related protein, C-terminal domain	4934	4604	8180	4269	682	765	3904	1167	2261	2185	2043	2943	2885	2843	7758	7650	7473	11603	11706	11469	2511	3838	6269
IPR010919	SAND domain-like	6	3	7	1	0	0	1	1	1	1	0	1	0	0	3	6	6	3	3	6	1	5	3
IPR010926	Class I myosin tail homology domain	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1	5	2	1	0	0	0	0	1
IPR010927	Type IV conjugative transfer system protein TraH	0	0	0	0	51	53	220	69	241	230	239	217	236	233	335	344	309	626	644	670	157	139	563
IPR010928	Tyrosinase co-factor MelC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
IPR010929	CDR ABC transporter	0	0	0	0	0	0	1	0	0	0	0	0	0	0	19	16	8	4	2	2	0	1	0
IPR010930	Flagellar basal-body/hook protein, C-terminal domain	3216	2712	5094	2704	163	155	667	228	712	652	622	848	855	730	3507	3603	3462	5769	5765	5765	802	1069	2184
IPR010931	Lactococcus lactis RepB, C-terminal	0	0	0	0	1	1	5	0	0	0	0	2	2	3	0	0	0	0	0	0	15	16	16
IPR010933	NADH dehydrogenase subunit 2, C-terminal	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR010934	NADH dehydrogenase subunit 5, C-terminal	1	1	3	0	6	2	7	16	3	2	3	7	9	7	34	45	27	26	16	16	0	0	0
IPR010935	SMCs flexible hinge	184	148	286	136	65	79	403	95	123	117	112	181	158	149	347	320	309	358	383	342	119	228	338
IPR010938	Protein of unknown function DUF1131	3	8	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	17	6	1	1	34
IPR010939	Protein of unknown function DUF1136	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	2	3	4
IPR010940	Magnesium-protoporphyrin IX methyltransferase, C-terminal	7	16	27	0	4	0	22	4	25	17	28	35	32	33	2	1	1	74	71	69	29	23	55
IPR010941	Poly-beta-hydroxybutyrate polymerase, N-terminal domain	1153	1678	2993	1907	133	123	499	111	732	682	693	938	868	976	1086	997	1018	4038	4031	3992	783	785	2267
IPR010951	Chorismate mutase, bacteria	0	0	0	0	2	2	7	3	3	1	1	2	3	3	2	2	2	7	1	4	0	0	0
IPR010952	Chorismate mutase, gammaproteobacteria	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
IPR010954	Chorismate mutase, Firmicutes/Deinococcus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR010957	Gamma/beta/epsilon proteobacterial P-protein, chorismate mutase domain	119	108	251	147	8	11	42	12	4	2	4	4	5	5	35	33	28	45	55	37	0	0	0
IPR010958	Chorismate mutase, high GC Gram-positive bacteria/archaeal	0	0	0	0	1	1	7	1	0	1	0	2	0	1	0	0	0	2	0	0	0	0	0
IPR010967	Na(+)-translocating NADH-quinone reductase subunit E	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR010968	Electron transport complex, RsxE	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR010972	Beta-phosphoglucomutase	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR010976	Beta-phosphoglucomutase hydrolase	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR010977	Aromatic-L-amino-acid decarboxylase	0	0	0	0	79	111	511	150	69	70	64	226	232	210	150	120	118	92	80	81	75	150	166
IPR010980	Cytochrome c/b562	288	281	436	219	44	71	301	85	238	249	250	330	326	303	491	528	517	1158	1085	1115	226	230	647
IPR010981	SinR repressor/SinI anti-repressor, dimerisation domain	0	0	0	0	0	0	3	1	6	4	3	0	3	1	4	4	6	9	9	8	5	2	23
IPR010982	Lambda repressor-like, DNA-binding domain	5633	5009	9202	5062	2462	2466	11275	6441	7532	7352	7171	12439	12116	12166	26518	26466	25961	40472	40232	39034	10705	19557	33929
IPR010987	Glutathione S-transferase, C-terminal-like	2219	2748	4842	3157	476	535	2661	685	2910	2906	2814	3101	2976	2875	5564	5526	5653	19664	19348	18979	2646	2979	8209
IPR010991	p53, tetramerisation domain	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	3	2	14
IPR010992	Integration host factor (IHF)-like DNA-binding domain	3021	2484	4887	2946	301	295	1461	565	1231	1224	1272	1471	1450	1495	5544	5655	5411	8928	8874	8709	1726	2321	5958
IPR010996	DNA polymerase beta-like, N-terminal domain	522	432	853	469	48	52	248	103	143	141	144	269	255	244	894	848	882	396	421	390	82	207	202
IPR011001	Saposin-like	0	0	0	0	0	0	0	4	1	2	2	0	0	2	10	14	7	5	1	6	4	11	14
IPR011002	Flagellar motor switch protein FliG, alpha-helical	2310	1927	3620	1876	106	131	520	201	779	785	646	836	828	805	3537	3475	3416	5785	5911	5704	959	1261	2709
IPR011015	LEM/LEM-like domain	0	0	0	0	2	0	0	0	6	6	2	3	2	6	1	0	1	1	4	2	6	26	21
IPR011016	Zinc finger, RING-CH-type	0	0	0	0	0	0	0	1	1	2	1	0	0	1	2	2	1	6	6	4	1	5	23
IPR011019	KIND domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR011021	Arrestin-like, N-terminal	0	0	0	0	0	0	4	5	1	1	2	0	0	0	4	1	2	9	10	15	2	3	4
IPR011022	Arrestin C-terminal-like domain	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR011025	G protein alpha subunit, helical insertion	0	0	0	0	0	0	1	10	1	1	7	1	2	3	11	14	11	22	14	18	8	29	30
IPR011029	Death-like domain	2	1	0	1	4	5	17	18	13	12	7	16	14	12	25	30	28	57	41	47	5	15	32
IPR011030	Vitellinogen, superhelical	0	0	1	0	4	4	6	2	3	2	2	3	2	2	5	7	3	6	5	3	0	6	3
IPR011032	GroES-like	8484	7666	13986	7028	2160	2587	12436	3069	7324	7311	7160	11388	11223	11156	15084	15202	15023	31624	31291	30789	11170	20183	27967
IPR011040	Sialidases	89	97	129	61	529	483	2336	1057	1664	1595	1571	2353	2267	2240	4179	4025	3768	4135	4055	3821	1211	2080	2481
IPR011042	Six-bladed beta-propeller, TolB-like	14631	12713	22141	11584	5773	6165	29014	9105	15567	14871	14503	23697	22655	22441	35592	34697	34512	45623	44457	43758	16151	33262	36503
IPR011049	Serralysin-like metalloprotease, C-terminal	13754	13082	23104	11863	1088	1067	5347	2704	5763	5624	5594	11684	11531	11243	23388	23414	22842	31835	31566	30627	5758	8131	14675
IPR011058	Cyanovirin-N	0	0	0	0	1	0	5	2	36	39	41	10	21	9	41	47	33	46	42	43	1	3	4
IPR011059	Metal-dependent hydrolase, composite domain	5997	5470	9678	4863	2036	2270	11020	2979	8111	7837	7901	10496	10470	10128	14337	14217	14106	27591	27356	26906	9671	16190	22907
IPR011063	tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal	2172	1824	3321	1772	255	231	1162	413	746	782	731	996	1007	947	3079	3041	2825	4517	4485	4399	687	1294	2102
IPR011064	Allophycocyanin linker chain	0	0	0	0	0	0	0	0	5	1	2	3	2	0	2	1	1	1	0	2	0	3	5
IPR011067	Plasmid maintenance toxin/Cell growth inhibitor	77	107	194	146	413	498	2263	642	784	699	686	1364	1329	1344	2881	2841	2735	3132	3133	3006	920	2298	2439
IPR011072	HR1 rho-binding repeat	344	256	446	246	4	4	7	8	5	6	4	7	9	15	28	17	21	23	29	20	2	7	20
IPR011074	CRAL/TRIO, N-terminal domain	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	2	23	23	14	3	1	8
IPR011075	Tetracycline transcriptional regulator, TetR-related, C-terminal	41	56	101	108	71	98	411	63	83	64	85	130	121	97	140	125	140	339	338	346	64	75	139
IPR011078	Uncharacterised protein family UPF0001	371	327	667	413	25	36	145	36	77	71	65	53	64	48	301	359	344	432	418	438	88	122	259
IPR011079	Alanine racemase, C-terminal	955	869	1482	854	170	173	876	308	599	575	533	791	683	690	1865	1915	1838	2853	2690	2676	671	1170	2013
IPR011081	Bacterial Ig-related	0	0	0	0	3	2	12	4	8	8	8	7	4	2	4	12	8	49	54	36	4	3	8
IPR011083	Phage tail collar domain	0	0	1	0	34	31	142	267	180	161	147	264	231	229	450	469	479	1034	911	1045	166	341	859
IPR011084	DNA repair metallo-beta-lactamase	0	0	0	0	0	0	0	2	0	3	0	1	0	0	1	1	0	2	7	5	1	2	12
IPR011086	Domain of unknown function DUF1521	0	0	0	0	3	3	8	2	1	0	1	2	0	0	0	6	3	15	16	13	0	0	2
IPR011087	Domain of unknown function DUF1522	0	0	0	0	9	5	40	13	0	0	0	1	2	1	0	0	0	3	6	9	55	85	84
IPR011088	Bacteriophage phiNM3, A0EWY4	0	0	0	0	1	2	3	1	4	5	9	26	27	49	0	1	0	61	61	52	10	13	57
IPR011089	Domain of unknown function DUF1524	0	0	0	0	80	83	387	160	160	184	176	285	315	272	329	360	308	493	518	474	164	331	427
IPR011090	Integrating conjugative element protein, PFL4709	0	0	0	0	4	1	16	3	8	12	11	4	7	6	14	17	9	69	85	71	8	15	49
IPR011093	Putative conjugal transfer nickase/helicase TraI, C-terminal	0	0	0	0	3	4	30	12	12	6	22	10	12	12	21	28	29	186	188	176	30	22	93
IPR011094	Uncharacterised protein family, LppY/LpqO	0	0	0	0	13	12	55	15	48	42	48	44	31	31	99	93	90	68	76	88	67	71	107
IPR011095	D-alanine--D-alanine ligase, C-terminal	1403	1300	2351	1317	356	450	1843	742	1406	1359	1269	1823	1761	1711	4202	4156	3998	5620	5474	5638	1603	3080	4597
IPR011096	FTP domain	0	0	0	0	58	51	268	74	203	214	180	204	189	192	232	189	208	443	443	446	196	326	364
IPR011098	G5 domain	0	0	0	0	27	47	210	67	117	129	126	194	188	224	111	84	82	78	72	83	107	261	340
IPR011099	Glycosyl hydrolase family 67, C-terminal	0	0	0	0	11	6	24	17	108	106	101	84	84	67	4	14	4	478	481	479	69	117	193
IPR011100	Glycosyl hydrolase family 67, catalytic domain	0	0	0	0	17	8	39	15	146	140	170	121	112	111	14	13	10	630	574	650	105	128	257
IPR011101	Protein of unknown function DUF5131	1586	1179	2151	974	107	142	591	656	459	341	377	671	646	626	1755	1789	1775	1314	1415	1317	551	968	2118
IPR011102	Signal transduction histidine kinase, HWE region	24	36	38	0	37	49	193	51	152	139	136	314	314	330	109	101	91	628	694	685	174	236	609
IPR011104	HPr kinase/phosphorylase, C-terminal	243	372	670	470	69	63	254	62	239	214	216	204	186	215	717	685	703	1635	1500	1625	170	228	481
IPR011105	Cell wall hydrolase, SleB	10	16	21	0	46	30	138	66	113	90	97	124	162	130	277	279	286	815	829	793	49	62	224
IPR011107	Protein phosphatase inhibitor	0	0	0	0	0	0	0	1	1	0	3	1	0	1	3	2	0	3	1	4	1	2	4
IPR011108	Zn-dependent metallo-hydrolase, RNA specificity domain	669	574	1069	600	159	165	780	322	410	395	392	555	570	564	1318	1312	1354	1236	1276	1242	577	1050	1660
IPR011109	DNA-binding recombinase domain	22	46	54	0	137	176	763	484	366	347	352	719	704	646	1032	1122	1057	1229	1223	1169	236	444	779
IPR011110	Two component regulator propeller	0	0	0	0	521	443	2092	936	2367	2257	2243	1433	1406	1359	2260	2325	2256	4582	4682	4444	2061	2674	3666
IPR011111	RepB plasmid partition	0	0	0	0	17	19	94	20	25	33	24	60	50	48	55	54	42	102	122	126	2	1	5
IPR011112	Rho termination factor, N-terminal	637	491	953	559	76	78	362	156	250	273	252	395	395	395	964	930	907	1420	1440	1369	405	770	1027
IPR011113	Rho termination factor, RNA-binding	777	619	1221	692	124	135	698	216	558	526	526	775	733	747	1558	1597	1494	2204	2263	2323	851	1511	2349
IPR011114	DNA helicase, Holliday junction RuvA type, domain III, C-terminal	552	449	860	492	71	78	379	154	223	245	239	251	237	226	823	904	898	1207	1242	1139	246	391	979
IPR011115	SecA DEAD-like, N-terminal	2320	1825	3707	2185	411	492	2248	1055	1909	1762	1764	2641	2612	2556	6065	6145	6195	8464	8340	8440	2979	5567	10239
IPR011116	SecA Wing/Scaffold	1560	1277	2462	1519	247	339	1447	606	1246	1125	1100	1582	1498	1508	3646	3815	3713	5289	5136	5169	1773	3088	5877
IPR011118	Tannase/feruloyl esterase	0	0	0	0	50	45	202	71	522	528	560	434	444	441	300	294	312	2351	2386	2303	174	258	434
IPR011119	Uncharacterised domain, helicase/relaxase, putative	1	1	1	0	45	47	201	41	236	235	216	242	207	229	93	79	74	898	857	857	148	157	438
IPR011120	Neutral trehalase Ca2+ binding	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	7	3	22	22	19	0	0	3
IPR011121	Tryptophan-rich domain	0	0	0	0	1	0	3	3	4	2	5	2	2	4	3	4	4	12	4	10	2	7	14
IPR011122	WavE lipopolysaccharide synthesis	0	0	0	0	0	0	3	7	4	3	1	0	0	2	4	1	2	53	55	35	2	0	9
IPR011123	Two component regulator three Y	0	0	0	0	111	91	388	195	598	541	540	288	293	295	414	438	404	1240	1252	1198	481	545	765
IPR011124	Zinc finger, CW-type	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	10	18	10	0	2	10
IPR011125	Zinc finger, HypF-type	568	491	795	390	57	71	392	103	126	113	121	327	318	313	281	295	236	304	328	297	409	830	738
IPR011126	HPr(Ser) kinase/phosphorylase, N-terminal	130	176	369	229	44	36	151	43	111	110	85	83	117	96	378	349	370	768	744	729	99	133	223
IPR011127	D-alanine--D-alanine ligase, N-terminal domain	676	660	1219	702	165	201	959	359	443	458	445	706	656	662	1341	1371	1325	1989	2004	1995	603	1257	1985
IPR011128	Glycerol-3-phosphate dehydrogenase, NAD-dependent, N-terminal	1314	1157	2114	1088	172	189	927	232	512	505	513	636	608	624	2301	2269	2261	3244	3141	3120	460	811	1505
IPR011130	SecA preprotein, cross-linking domain	1032	785	1713	997	192	209	997	482	879	914	906	1325	1246	1236	2782	2938	2886	3988	3976	3922	1321	2460	4665
IPR011138	Succinate dehydrogenase cytochrome b558 subunit	42	30	95	51	3	5	29	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR011146	HIT-like domain	3380	3068	5339	2805	635	689	3687	1261	1844	1834	1777	3037	2959	2937	7110	7024	6878	8136	7838	8044	3534	7175	9550
IPR011150	Cutinase, monofunctional	0	0	0	0	1	5	15	1	1	1	0	4	2	2	0	0	0	0	2	1	0	9	17
IPR011161	MHC class I-like antigen recognition-like	0	0	0	0	0	1	0	12	1	0	0	2	0	2	2	1	0	0	3	3	0	0	0
IPR011178	Amyloidogenic glycoprotein, copper-binding	0	0	0	0	1	0	0	0	2	0	3	0	0	1	1	2	0	1	1	2	1	1	0
IPR011199	Bacillithiol biosynthesis BshC	0	0	0	0	91	89	411	149	383	387	365	275	241	237	451	436	433	1096	1104	1079	386	418	739
IPR011200	Uncharacterised conserved protein UCP012608	0	0	0	0	83	95	487	112	177	152	165	359	355	361	495	466	455	551	610	638	217	456	578
IPR011201	Zinc-ribbon domain, bacteria	0	0	0	0	12	10	67	21	38	50	33	114	119	122	9	9	11	436	401	364	32	42	132
IPR011204	Virulence protein RhuM-like	511	427	782	352	67	65	295	196	328	388	335	292	298	301	2138	2159	2121	2229	2099	2193	539	800	1836
IPR011215	Phosphoribosyl transferase	0	0	0	0	2	2	11	14	23	21	30	28	33	31	69	72	74	571	586	532	24	46	109
IPR011223	Uncharacterised conserved protein UCP028770	0	0	0	0	1	2	13	4	15	20	21	26	19	16	3	6	2	125	126	129	4	4	53
IPR011231	Bacteriophage VT1-Sakai, H0018	12	16	20	0	14	21	91	51	35	39	47	70	93	77	30	39	20	86	117	88	25	44	131
IPR011234	Fumarylacetoacetase, C-terminal-related	3003	3350	6159	3563	890	908	4531	1170	4525	4386	4371	6192	6129	6062	5522	5645	5537	20478	20968	20300	5266	7901	13347
IPR011235	MepB-like	0	0	0	0	4	1	12	23	16	11	7	7	10	4	11	14	9	253	241	280	31	30	140
IPR011237	Peptidase M16 domain	13691	10900	19842	10509	1564	1582	7554	3051	6124	5832	5794	7106	6995	6746	23406	22930	22093	27604	26958	26448	5197	7628	13179
IPR011250	Outer membrane protein/outer membrane enzyme PagP,  beta-barrel	2343	2251	4140	2250	379	424	1791	652	1565	1489	1404	1424	1318	1262	5106	5076	4838	9701	9234	9002	995	1148	2987
IPR011251	Luciferase-like domain	1039	1333	2582	1634	3297	4370	21573	4299	4803	4483	4471	11325	10991	11015	8422	8172	7967	22184	21825	21549	12198	23800	29827
IPR011252	Fibrogen-binding domain 1	0	0	0	0	6	8	51	15	8	6	4	62	51	57	0	1	0	24	18	12	12	13	10
IPR011256	Regulatory factor, effector binding domain	0	1	2	0	123	160	734	279	557	508	463	959	997	1023	630	677	609	1594	1563	1583	676	1599	1862
IPR011257	DNA glycosylase	3932	3414	6350	3293	897	937	4518	1428	2994	3012	2979	4711	4477	4337	10158	10116	10001	15075	14778	14729	5362	9578	15104
IPR011258	BPG-independent PGAM, N-terminal	11	18	29	0	160	137	628	303	628	611	586	816	844	781	1261	1257	1302	2896	2762	2862	1046	2154	4176
IPR011259	Ezrin/radixin/moesin, C-terminal	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
IPR011260	RNA polymerase, alpha subunit, C-terminal	880	696	1314	719	139	150	792	332	584	543	556	974	948	869	1545	1602	1462	2147	2190	2189	899	1645	2823
IPR011262	DNA-directed RNA polymerase, insert domain	965	827	1401	790	156	172	799	370	798	772	756	1106	1070	1052	2553	2650	2508	3817	3693	3586	1289	2407	4932
IPR011266	Fibrinogen-binding domain 2	0	0	0	0	0	1	4	2	0	0	0	1	1	1	0	0	0	3	1	0	0	1	1
IPR011268	Purine nucleoside phosphorylase	0	0	0	0	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR011277	Chorismate mutase, T-protein	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR011293	Electron transport complex, subunit  RnfA/RsxA	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR011302	Iron-binding protein IscA, proteobacteria	7	10	17	20	0	0	9	2	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0
IPR011313	Predicted [NiFe]-hydrogenase-3-type complex Eha, membrane protein EhaF	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5
IPR011317	Predicted [NiFe]-hydrogenase-3-type complex Eha, membrane protein EhaE	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3
IPR011320	Ribonuclease H1, N-terminal	0	0	0	0	12	6	38	35	106	80	71	27	35	32	50	57	50	28	20	23	72	84	157
IPR011323	Mss4/translationally controlled tumour-associated TCTP	0	0	0	0	1	0	2	3	1	0	0	0	1	5	1	3	2	4	10	9	2	6	42
IPR011325	DNA polymerase III-theta, core, bacterial	0	0	0	0	0	2	2	0	1	2	0	0	2	1	2	2	4	13	11	9	1	1	28
IPR011326	Homologue of  theta DNA polymerase III	0	0	0	0	0	0	1	0	0	2	2	4	3	4	9	4	4	5	4	3	3	13	19
IPR011327	Killer toxin, SMK, alpha subunit	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR011328	Salt-mediated killer toxin, alpha subunit	0	0	0	0	0	0	2	0	3	2	2	4	2	4	1	0	0	9	5	10	4	4	4
IPR011331	Ribosomal protein L37ae/L37e	0	0	0	0	4	0	10	11	6	6	5	7	12	8	33	36	41	30	23	20	8	23	73
IPR011334	UDP-3-O-acyl N-acetylglucosamine deacetylase, C-terminal	1061	893	1731	1133	106	91	421	192	637	562	570	633	618	675	2256	2322	2390	3514	3766	3503	696	980	2133
IPR011336	Restriction endonuclease, type II, EcoRI/MunI	0	0	0	0	2	4	7	4	6	10	6	10	7	6	4	6	0	26	19	37	12	29	89
IPR011337	DNA mismatch repair MutH/Restriction endonuclease, type II	0	0	0	0	16	17	93	61	106	101	99	83	106	99	198	165	168	278	323	298	148	246	453
IPR011338	Restriction endonuclease, type II, BamHI/BglIII/BstY	0	0	0	0	23	14	66	31	90	107	92	150	127	156	193	180	140	254	235	245	69	157	286
IPR011339	ISC system FeS cluster assembly, IscU scaffold	41	26	49	22	1	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR011343	Deoxyribose-phosphate aldolase	97	61	136	59	2	9	47	12	0	2	2	1	3	0	7	4	4	0	5	1	0	0	0
IPR011344	Single-stranded DNA-binding protein	666	628	1119	673	158	182	854	589	442	357	300	442	436	404	1013	983	913	1866	1792	1715	1	5	15
IPR011356	Peptidase M17, leucine aminopeptidase/peptidase B	1016	961	1653	977	187	204	1043	291	461	435	464	824	826	770	1691	1652	1546	2390	2384	2275	273	480	789
IPR011385	Site-specific recombinase Gcr	803	1301	2325	1670	95	81	431	115	461	457	427	279	301	237	408	473	434	3398	3530	3365	341	409	1199
IPR011397	Uncharacterised conserved protein UCP033101	0	0	0	0	37	48	160	56	141	176	167	177	195	198	32	30	24	14	13	13	182	468	396
IPR011417	AP180 N-terminal homology (ANTH) domain	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	2	2	0	0	2	3
IPR011418	AP endonuclease, family 2, C-terminal	6	10	14	0	49	43	238	91	199	196	199	361	365	338	127	144	115	418	393	382	243	519	503
IPR011419	ATP12, ATPase F1F0-assembly protein	8	29	27	0	12	10	93	21	93	65	86	122	123	129	229	214	243	365	324	284	55	75	178
IPR011421	BCNT-C domain	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	4	4	0	3	5
IPR011422	BRCA1-associated 2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	1	3	0	1	1	2
IPR011424	C1-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
IPR011425	Mediator of RNA polymerase II transcription subunit 9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR011426	CamS sex pheromone cAM373	0	0	0	0	0	3	6	4	0	0	0	5	2	3	0	0	0	0	0	0	4	6	13
IPR011428	Spore coat protein X/V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2
IPR011429	Cytochrome C, Planctomycete	0	0	0	0	203	225	1066	356	810	717	693	1188	1103	1099	1064	1049	1042	588	560	560	728	1327	1499
IPR011430	Down-regulated-in-metastasis protein	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	9	4	4	0	0	2
IPR011432	Domain of unknown function DUF1533	0	0	0	0	0	0	2	1	0	0	0	1	2	0	0	0	0	2	3	2	0	1	1
IPR011433	Protein of unknown function DUF1534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	40	45	0	0	0
IPR011434	Domain of unknown function DUF1535	0	0	0	0	1	5	16	13	12	6	10	24	17	20	3	1	5	14	23	20	29	77	129
IPR011435	Protein of unknown function DUF1538	0	0	0	0	30	26	140	43	43	56	58	73	57	58	138	142	145	356	344	360	154	120	316
IPR011436	Domain of unknown function DUF1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
IPR011437	Domain of unknown function DUF1540	0	0	0	0	1	0	4	1	1	0	1	3	2	8	0	1	0	12	15	12	1	12	16
IPR011438	Domain of unknown function DUF1541	0	0	0	0	0	3	3	1	0	1	0	4	6	4	0	0	0	1	0	0	3	7	8
IPR011439	Domain of unknown function DUF1542	0	0	0	0	1	0	1	2	0	1	1	0	1	1	2	1	1	1	3	3	1	1	4
IPR011440	Domain of unknown function DUF1543	0	0	0	0	1	0	3	10	7	4	4	0	2	0	1	3	3	145	165	176	5	9	40
IPR011442	TAF6, C-terminal HEAT repeat domain	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	1	3	1	0	5	2
IPR011444	Domain of unknown function DUF1549	0	0	0	0	549	585	2698	990	2158	2066	2075	3740	3739	3500	3375	3314	3294	1272	1375	1281	2550	4671	4632
IPR011446	Putative beta barrel porin-7	0	0	0	0	19	16	88	27	44	43	46	156	166	159	116	94	99	23	25	35	38	56	60
IPR011447	Protein of unknown function DUF1552	0	0	0	0	264	215	1170	306	974	1055	949	1115	1093	1083	1620	1567	1565	702	721	677	488	889	1085
IPR011448	Domain of unknown function DUF1554	0	0	0	0	7	7	26	12	11	10	10	4	3	4	10	22	12	8	4	2	1	4	14
IPR011453	Protein of unknown function DUF1559	0	0	0	0	215	208	989	468	753	769	664	3224	3159	3044	1101	1050	1032	477	463	479	837	1719	1481
IPR011457	Protein of unknown function DUF1563	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
IPR011458	Protein of unknown function DUF1564	0	0	0	0	0	1	3	5	13	8	7	5	1	5	11	9	20	0	2	1	0	3	6
IPR011459	Domain of unknown function DUF1565	0	0	0	0	34	51	183	97	77	74	72	138	145	137	129	129	117	377	340	352	43	92	80
IPR011460	Protein of unknown function DUF1566	767	584	1084	557	25	27	123	71	67	80	78	61	61	55	732	741	729	791	842	759	60	66	114
IPR011463	Protein of unknown function DUF1569	0	0	0	0	12	18	79	19	64	58	32	35	44	37	62	81	71	209	178	189	23	43	113
